0,1,2
wade,2,2
wadi,1,1
wads,1,1
wadsworth,1,1
wages,1,1
wait,22,4
waited,1,1
waiter,1,1
waiting,6,5
wake,2,1
wakes,1,1
walk,23,2
walked,8,3
walking,11,7
walks,1,1
wall,7,2
wallpapered,1,1
wallpapering,1,1
walt,3,2
wander,1,1
wanderlust,1,1
wanna,21,11
want,219,44
wanted,43,24
wanting,2,2
wants,20,9
war,9,3
ward,2,1
warm,1,1
warn,1,1
warning,1,1
warp,1,1
warrant,1,1
warren,2,2
wars,2,1
was,1176,58
wash,4,3
washington,4,4
wasn't,63,28
waste,2,2
wasted,3,2
watch,22,4
watched,2,2
watches,2,2
watching,18,7
water,9,4
watergate,1,1
wave,1,1
way,190,5
wayne,1,1
ways,21,4
we,554,25
we'd,24,5
we'll,32,11
we're,76,12
we've,18,3
weakest,1,1
wealthy,2,1
weapons,1,1
wear,16,4
wearing,1,1
wears,2,2
weather,5,2
weather's,1,1
web,7,2
webbing,3,1
websites,1,1
wedding,1,1
wednesday,5,3
weed,1,1
week,36,2
weekend,7,5
weekends,4,3
weeks,30,3
weeny,1,1
weigh,2,1
weird,9,6
weirdest,1,1
welfare,6,2
well,554,54
went,183,23
were,272,21
weren't,18,8
west,14,4
western,2,2
westerville,3,3
westland,1,1
whack,1,1
what,506,55
what'd,5,4
what're,1,1
what's,36,7
whatever,59,16
whatsoever,2,1
wheat,1,1
when,429,55
when's,1,1
whenever,5,5
where,194,34
where's,3,2
whereas,2,2
wherein,1,1
wherever,1,1
whether,44,14
which,128,16
whichever,1,1
while,53,16
whim,1,1
whining,1,1
whip,1,1
whirlpool,1,1
white,14,2
who,172,11
who's,22,9
who've,1,1
whoa,12,5
whoever,2,2
whoever's,1,1
whole,58,4
whoom,1,1
whoops,1,1
whore,1,1
whose,4,2
whupped,1,1
why,103,11
why'd,1,1
wick,1,1
wide,4,3
wider,1,1
wierd,1,1
wife,20,2
wife's,2,1
wild,2,2
wilderness,1,1
will,122,18
william,5,4
william's,1,1
willie,1,1
willing,5,5
wilson,1,1
win,7,3
wind,3,3
window,4,3
windows,6,6
windshield,1,1
wine,3,1
winfrey,2,2
wing,5,1
winnie,1,1
winning,7,3
winston,1,1
winter,5,4
wintery,1,1
wipers,1,1
wipes,1,1
wire,2,2
wired,1,1
wires,1,1
wisconsin,1,1
wisdom,1,1
wise,4,1
wisely,1,1
wish,11,2
with,551,60
withdraw,1,1
within,27,10
without,23,17
witness,1,1
witnessed,1,1
wolff,2,2
woman,34,11
woman's,3,3
women,27,11
women's,4,1
won,15,2
won't,37,16
wonder,7,5
wondered,1,1
wonderful,7,5
wondering,1,1
wooden,1,1
woods,2,1
woody,1,1
woolworth's,1,1
word,24,8
worded,1,1
wording,1,1
words,24,5
wore,5,1
work,141,9
worked,47,6
worker,2,1
workers,1,1
working,45,20
workplace,1,1
works,30,8
workshops,1,1
world,47,14
world's,1,1
worn,1,1
worried,5,4
worries,1,1
worry,8,4
worrying,1,1
worse,16,2
worser,1,1
worshipping,2,2
worst,8,2
worth,11,2
worthington,18,8
worthington's,1,1
worthwhile,1,1
would,321,33
would've,14,9
wouldn't,70,27
wow,8,2
wrestle,1,1
wright,1,1
wrinkles,1,1
write,31,7
writer,3,2
writers,1,1
writes,2,1
writing,21,4
written,4,1
wrong,39,10
wrote,16,4
x,2,1
xerox,1,1
y,6,2
ya,3,3
yada,7,3
yahoo,1,1
yard,5,4
yards,6,3
yay,1,1
ye,1,1
yeah,810,80
year,95,13
year's,1,1
years,186,22
yell,4,1
yelling,2,2
yellow,1,1
yep,35,10
yes,72,6
yesterday,7,6
yet,34,7
yknow,1516,232
york,9,4
you,1551,72
you'd,23,12
you'll,23,10
you're,260,27
you've,25,9
young,14,1
younger,20,3
youngest,9,4
your,246,28
yours,4,4
yourself,15,7
youth,4,2
yuk,1,1
zero,3,2
zimbalist,1,1
zip,4,1
zipping,1,1
zone,2,1
zoo,1,1
zoom,2,1
zucchini,1,1
